artist,genre,birthdate,deathdate,ageatdeath,birthdate1,birthdate2,birthdate3,deathdate1,deathdate2,deathdate3
Scrapper Blackwell,Chicago blues,1903,1962,59,1903-02-21,"Syracuse, North Carolina, United States",1903-02-21,1962-10-07,1962-10-07,"Indianapolis, Indiana, United States"
Screamin' Jay Hawkins,Rhythm and blues,1929,2000,71,1929-07-18,1929-07-18,1929-07-18,2000-02-12,2000-02-12,2000-02-12
Screechy Peach,Funk music,1959,2007,48,1959-07-06,,1959-07-06,2007-04-01,2007-04-01,
Seagram (rapper),Hip hop music,1970,1996,26,,,1970,1996-07-31,1996-07-31,
Sean Costello,Soul music,1979,2008,29,1979-04-16,1979-04-16,1979-04-16,2008-04-15,2008-04-15,2008-04-15
Seemab Akbarabadi,Novel,1882,1951,69,1882-06-05,1882-06-05,5,1951-01-31,31,--01-31
Seger Ellis,Jazz,1904,1995,91,1904-07-04,1904-07-04,1904-07-04,,1995,1995
Selena,R&B music,1971,1995,24,1971-04-16,"Lake Jackson, Texas,",1971-04-16,1995-03-31,1995-03-31,"Corpus Christi, Texas,"
Semyon Snitkovsky,Classical music,1933,1981,48,1933-08-09,1933-08-09,,1981-04-04,,1981-04-04
Serge Chaloff,Jazz,1923,1957,34,1923-11-24,1923-11-24,1923-11-24,1957-07-16,1957-07-16,1957-07-16
Serge Gainsbourg,Yé-yé,1928,1991,63,1928-04-02,1928-04-02,2,1991-03-02,2,1991-03-02
Sergei Lyapunov,Classical music,1859,1924,65,1859-11-30,1859-11-30,1859-11-30,1924-11-08,1924-11-08,1924-11-08
Sergey Nagovitsyn,Russian chanson,1968,1999,31,1968-07-22,1968-07-22,1968,1999-12-21,1999,1999-12-21
Sergio Franchi,Canzone napoletana,1926,1990,64,1926-04-06,1926-04-26,1926-04-06,1990-05-01,1990-05-01,1990-05-01
Sergio Gómez,Latin Pop,1973,2007,34,1973-06-02,1973-06-02,1973,2007-12-02,2007,2007-12-02
Seth Putnam,Deathgrind,1968,2011,43,1968-05-15,1968-05-15,1968-05-15,2011-06-11,2011-06-11,2011-06-11
Shah Abdul Karim,Baul music,1916,2009,93,1916-02-15,,1916-02-15,2009-09-12,2009-09-12,
Shakey Jake Harris,Chicago blues,1921,1990,69,1921-04-12,"Earle, Arkansas, United States",1921-04-12,1990-03-02,1990-03-02,"Forrest City, Arkansas, United States"
Shamiram Urshan,Assyrian/Syriac folk music,1938,2011,73,,1938,1938,,2011,25
Shankar Jaikishan,Indo jazz,1922,1987,65,1922-10-05,1922-10-05,,1987-04-26,,1987-04-26
Shannon Hoon,Neo-psychedelia,1967,1995,28,1967-09-26,1967-09-26,1967-09-26,1995-10-21,1995-10-21,1995-10-21
Sharon Redd,House Music,1945,1992,47,1945-10-19,1945-10-19,1945-10-19,1992-05-01,1992-05-01,1992-05-01
Shawn Lane,World fusion,1963,2003,40,1963-03-21,1963-03-21,1963-03-21,2003-09-26,2003-09-26,2003-09-26
Sheb Wooley,Pop music,1921,2003,82,1921-04-10,1921-04-10,1921,2003-09-16,2003,2003-09-16
Sheik Chinna Moulana,Carnatic Music,1924,1999,75,,,1924,,1999,
Shelby Starner,Pop music,1984,2003,19,,1984,1984,2003-06-22,2003-06-22,2003-06-22
Shelly Manne,Third stream,1920,1984,64,1920-06-11,1920-06-11,1920-06-11,1984-09-26,1984-09-26,1984-09-26
Shelt Carpenter,Old-time music,1862,1937,75,1862-02-07,1862-02-07,1862-02-07,1937-04-28,1937-04-28,
Shelt Carpenter (Fiddle Player),Old-time music,1862,1937,75,1862-02-07,,1862-02-07,1937-04-28,1937-04-28,
Shinichi Suzuki (violinist),Classical Music,1898,1998,100,1898-10-17,1898-10-17,1898,1998-01-26,1998,1998-01-26
Shirley Goodman,Popular music,1936,2005,69,1936-06-19,1936-06-19,19,2005-07-05,5,2005-07-05
Shirley Horn,Blues music,1934,2005,71,1934-05-01,1934-05-01,1934-05-01,2005-10-20,2005-10-20,2005-10-20
Shirley Scott,Soul jazz,1934,2002,68,1934-03-14,1934-03-14,1934-03-14,2002-03-10,2002-03-10,2002-03-10
Shirley Walker,Film scores,1945,2006,61,1945-04-10,1945-04-10,1945,2006-11-30,2006,2006-11-30
Shiv Dayal Batish,Indian classical and Folk music,1914,2006,92,1914-12-14,1914-12-14,14,2006-07-29,29,2006-07-29
Shizuko Kasagi,Jazz,1914,1985,71,1914-08-25,1914-08-25,1914-08-25,1985-03-30,1985-03-30,1985-03-30
Shobha Gurtu,Hindustani classical music,1925,2004,79,1925-02-08,1925-02-08,1925-02-08,2004-09-27,2004-09-27,2004-09-27
Shoista Mullojonova,Shashmakom,1925,2010,85,1925-09-03,1925-09-03,1925-09-03,2010-06-26,2010-06-26,
Shooby Taylor,Outsider music,1929,2003,74,1929-09-19,1929-09-19,1929-09-19,2003-06-04,2003-06-04,2003-06-04
Shorty Long,Rhythm and blues,1940,1969,29,1940-05-20,1940-05-20,1940-05-20,1969-06-29,1969-06-29,1969-06-29
Shot Jackson,Country music,1920,1991,71,1920-09-04,1920-09-04,1920-09-04,1991-01-24,1991-01-24,1991-01-24
Shrinivas Khale,Indian classical music,1926,2011,85,1926-04-30,30,30,2011-09-02,2,"Thane, Maharashtra, India"
Shusha Guppy,Singer-songwriter,1935,2008,73,1935-12-24,1935-12-24,24,2008-03-21,21,2008-03-21
Shwayze,Alternative hip hop,1985,2011,26,1985-05-29,1986-05-29,1985-05-29,2011-02-24,2011-02-24,
Siddheshwari Devi,Hindustani classical music,1907,1976,69,,,1907,,1976,
Sid Harkreader,Old-time music,1898,1988,90,1898-02-26,1898-02-26,1898-02-26,1988-03-19,1988-03-19,1988-03-19
Sidney Bechet,Jazz,1897,1959,62,1897-05-14,1897-05-14,1897-05-14,1959-05-14,1959-05-14,1959-05-14
Sid Vicious,Punk rock,1957,1979,22,1957-05-10,1957-05-10,10,1979-02-02,1,1979-02-02
Silas Hogan,Louisiana blues,1911,1994,83,1911-09-15,1911-09-15,1911-09-15,1994-01-09,1994-01-09,"Scotlandville, Louisiana, United States"
Silvana Armenulić,Sevdalinka,1939,1976,37,1939-05-18,1939-05-18,18,1976-10-10,10,1976-10-10
Simón Echeverría,Pop music,1972,2006,34,1972-07-09,1972-07-09,1972-07-09,2006-07-31,2006-07-31,2006-07-31
Sinn Sisamouth,Latin,1932,1976,44,1932-08-23,1932-08-23,1932-08-23,1976-06-18,1976-06-18,1976-06-18
Sippie Wallace,Blues,1898,1986,88,1898-11-01,1898-11-01,1898-11-01,1986-11-01,1986-11-01,1986-11-01
Sirkazhi Govindarajan,Film music,1933,1988,55,1933-01-19,1933-01-19,1933-01-19,1988-03-24,1988-03-24,1988-03-24
Sir Lancelot (singer),Calypso music,1902,2001,99,1902-03-24,,1902-03-24,2001-03-12,2001-03-12,
Sirone (musician),Free jazz,1940,2009,69,1940-09-28,,1940-09-28,2009-10-21,2009-10-21,
Si Siman,Pop music,1921,1994,73,1921-01-17,1921-01-17,1921-01-17,1994-12-16,1994-12-16,1994-12-16
Sister Rosetta Tharpe,Gospel music,1915,1973,58,1915-03-20,1915-03-20,1915-03-20,1973-10-09,1973-10-09,1973-10-09
Skeeter Davis,Pop music,1931,2004,73,1931-12-30,1931-12-30,1931-12-30,2004-09-19,2004-09-19,2004-09-19
Skinny Dennis,Folk music,1946,1975,29,1946-09-03,1946-09-03,1946-09-03,1975-03-20,1975-03-20,1975-03-20
Skip Battin,Folk rock,1934,2003,69,1934-02-18,1934-02-18,1934-02-18,2003-07-06,2003-07-06,2003-07-06
Skip James,Delta blues,1902,1969,67,1902-06-09,"Bentonia, Mississippi, United States",1902-06-09,1969-10-03,1969-10-03,"Philadelphia, Pennsylvania, United States"
Skip Miller,Soul music,1946,2009,63,,,1946,2009-09-04,2009,--09-04
Skip Scarborough,Soul music,1944,2003,59,1944-11-26,1944-11-26,1944-11-26,2003-07-03,2003-07-03,2003-07-03
Skip Spence,Rock music,1946,1999,53,1946-04-18,1946-04-18,1946-04-18,1999-04-16,1999-04-16,1999-04-16
Skream,Dubstep,1986,2012,26,1986-06-01,1986-06-01,1,2012-03-14,14,2012-03-14
Sky Saxon,Psychedelic rock,1937,2009,72,1937-08-20,1937-08-20,1937-08-20,2009-06-25,2009-06-25,2009-06-25
Slam Stewart,Jazz,1914,1987,73,1914-09-21,1914-09-21,1914-09-21,1987-12-10,1987-12-10,1987-12-10
Sleepy John Estes,Country blues,1899,1977,78,1899-01-25,1899-01-25,1899-01-25,1977-06-05,1977-06-05,1977-06-05
Slim Gaillard,Jazz,1916,1991,75,1916-01-04,1916-01-04,1916-01-04,1991-02-26,1991-02-26,1991-02-26
Slim Harpo,Louisiana blues,1924,1970,46,1924-02-11,1924-02-11,1924-01-11,1970-01-31,1970-01-31,1970-01-31
Slim Wilson,Country music,1910,1990,80,1910-07-14,1910-07-14,1910,1990-07-15,1990,
Smiley Bates,Country music,1937,1997,60,1937-10-16,1937-10-16,1937,1997-01-08,1997,1997-01-08
Smiley Burnette,Country music,1911,1967,56,1911-03-18,1911-03-18,1911-03-18,1967-02-16,1967-02-16,1967-02-16
Smiley Culture,Dancehall,1963,2011,48,1963-02-10,1963-02-10,1963-02-10,2011-03-15,2011-03-15,2011-03-15
Smiley Lewis,Music of New Orleans,1913,1966,53,1913-07-05,1913-07-05,1913-07-05,1966-10-07,1966-10-07,1966-10-07
Smith Ballew,Western movies,1902,1984,82,1902-01-21,1902-01-21,1902-01-21,1984-05-02,1984-05-02,1984-05-02
Smokey Hogg,Texas blues,1914,1960,46,1914-01-27,1914-01-27,1914-01-27,1960-05-01,1960-05-01,1960-05-01
Smoky Babe,Piedmont blues,1927,1975,48,,1927,1927,1975-06-20,1975-06-20,1975-06-20
Sneaky Pete Kleinow,Country music,1934,2007,73,1934-08-20,1934-08-20,1934-08-20,2007-01-06,2007-01-06,2007-01-06
Snooky Pryor,Delta blues,1921,2006,85,1921-09-15,1921-09-15,1921-09-15,2006-10-18,2006-10-18,2006-10-18
Snooky Young,Jazz,1919,2011,92,1919-02-03,1919-02-03,1919-02-03,2011-05-11,2011-05-11,2011-05-11
Snuffy Jenkins,Old time music,1908,1990,82,1908-10-27,1908-10-27,1908-10-27,1990-04-29,1990-04-29,1990-04-29
Sohrab Fakir,Folk music,1934,2009,75,,,1934,2009-10-23,2009-10-23,2009-10-23
Soko Richardson,Blues-rock,1939,2004,65,1939-12-08,,1939-12-08,2004-01-29,2004-01-29,
Solomon Burke,Rhythm and blues,1940,2010,70,1940-03-21,1940-03-21,1940-03-21,2010-10-10,2010-10-10,2010-10-10
Son Bonds,Country blues,1909,1947,38,1909-03-16,,1909-03-16,,1947-08-31,
Son House,Delta blues,1902,1988,86,1902-03-21,1902-03-21,1902-03-21,1988-10-19,1988-10-19,1988-10-19
Sonia Pottinger,Reggae,1931,2010,79,1931-06-01,June 1931,1,2010-11-03,2010-11-03,
Sonny Boy Williamson II,Gospel music,1912,1965,53,1912-12-05,1912-12-05,1912,1965-05-26,1965-05-26,1965-05-25
Sonny Clark,Hard bop,1931,1963,32,1931-07-21,1931-07-21,1931-07-21,1963-01-13,1963-01-13,1963-01-13
Sonny Criss,Jazz,1927,1977,50,1927-10-23,,23,1977-11-19,19,
Sonny Igoe,Swing music,1923,2012,89,1923-10-08,1923-10-08,,2012-03-28,,2012-03-28
Sonny Sharrock,Jazz,1940,1994,54,1940-08-27,1940-08-27,1940-08-27,1994-05-26,1994-05-26,1994-05-26
Sonny Stitt,Jazz,1924,1982,58,1924-02-02,1924-02-02,1924-02-02,1982-07-22,1982-07-22,1982-07-22
Sonny Terry,Harmonica blues,1911,1986,75,1911-10-24,1911-10-24,24,1986-03-11,11,1986-03-11
Son Seals,Electric blues,1942,2004,62,1942-08-13,1942-08-14,1942-08-14,2004-12-20,2004-12-20,2004-12-20
Soolamangalam Sisters,Tamil Devotional,1937,1992,55,1937-04-24,1937-04-24,,,,1992-03-01
Sophie Menter,Classical music,1846,1918,72,,,1846,,1918,
Sophie Tucker,Vaudeville,1886,1966,80,1886-01-13,1886-01-13,1884,1966-02-09,1966-09-02,1966-02-09
Sophie Watillon,Baroque,1965,2005,40,1965-12-07,,7,2005-08-31,31,
Sotiria Bellou,Rebetiko,1921,1997,76,1921-08-22,1921-08-22,1921-08-22,1997-08-27,1997-08-27,1997-08-27
Soulja Slim,Gangsta Rap,1977,2003,26,1977-09-09,1977-09-09,1977-09-09,2003-11-26,2003-11-26,2003-11-26
Spade Cooley,Western swing,1910,1969,59,1910-12-17,1910-12-17,1910-12-17,1969-11-23,1969-11-23,1969-11-23
Speckled Red,Blues,1892,1973,81,1892-10-23,"Monroe, Louisiana, United States",1892-10-23,1973-01-02,1973-01-02,1973-01-02
Spencer Dryden,Acid rock,1938,2005,67,,,1938-04-07,2005-01-11,2005,
Spencer Williams,Jazz,1889,1965,76,1889-10-14,1889-10-14,1889-10-14,1965-07-14,1965-07-14,1965-07-14
Stan Getz,Cool jazz,1927,1991,64,1927-02-02,1927-02-02,1927-02-02,1991-06-06,1991-06-06,1991-06-06
Staniša Stošić,Serbian music,1945,2008,63,,1945,1945,2008-04-07,2008-04-07,2008-04-07
Stan Keller,Big band,1907,1990,83,1907-05-01,1907-05-01,1907,1990-08-07,1990,1990-08-07
Stan Kenton,Jazz,1911,1979,68,1911-12-15,1911-12-15,1911-12-15,1979-08-25,1979-08-25,1979-08-25
Stanley Beckford,Reggae,1942,2007,65,1942-02-17,1942-02-17,1942-02-17,2007-03-30,2007-03-30,2007-03-30
Stanley Wilson (musician),Film,1917,1970,53,1917-11-25,1917-11-25,1917-11-25,1970-07-12,1970-07-12,1970-07-17
Stan Rogers,Folk music,1949,1983,34,1949-11-29,1949-11-29,1949-11-29,1983-06-02,1983-06-02,1983-06-02
Stan Szelest,Rock and Roll,1943,1991,48,1943-02-11,1943-02-11,1943-02-11,1991-01-20,1991-01-20,1991-01-20
Static Major,Contemporary R&B,1974,2008,34,1974-10-11,1974-11-11,1974-10-11,2008-02-25,2008-02-25,2008-02-25
Stelios Kazantzidis,Laïkó,1931,2001,70,1931-08-29,1931-08-29,1931-08-29,2001-09-14,2001-09-14,2001-09-14
Stéphane Grappelli,Swing music,1908,1997,89,1908-01-26,1908-01-26,26,1997-12-01,1,1997-12-01
Stephen Douglass,Musical theater,1921,2011,90,1921-09-27,1921-09-27,1921-09-27,2011-12-27,2011-12-27,
Stephen Gately,Eurodance,1976,2009,33,1976-03-17,1976-03-17,1976,2009-10-10,2009,2009-10-10
Sterling Morrison,Experimental rock,1942,1995,53,1942-08-28,1942-08-28,1942-08-28,1995-08-30,1995-08-30,1995-08-30
Steve Clark,Hard rock,1960,1991,31,1960-04-23,1960-04-23,1960-04-23,1991-01-08,8,1991-01-08
Steve Foley (drummer),Rock music,1959,2008,49,,,1959,2008-08-23,2008,23
Steve Gaines,Southern rock,1949,1977,28,1949-09-14,1949-09-14,1949-09-14,1977-10-20,1977-10-20,1977-10-20
Steve Goodman,Country music,1948,1984,36,1948-07-25,1948-07-25,1948-07-25,1984-09-20,1984-09-20,1984-09-20
Steve Lacy,Jazz,1934,2004,70,1934-07-23,,1934-07-23,2004-06-04,2004-06-04,
Steve Lee (Gotthard singer),Hard rock,1963,2010,47,1963-08-05,,1963,2010-10-05,2010,
Steve Lee (singer),Hard rock,1963,2010,47,1963-08-05,1963-08-05,1963,2010-10-05,2010,2010-10-05
Steve Marriott,Blue-eyed soul,1947,1991,44,1947-01-30,1947-01-30,1947,1991-04-20,1991,1991-04-20
Steven De Groote,Classical Music,1953,1989,36,,1953,1953,1989-05-22,22,22
Steve New,Post-punk,1960,2010,50,1960-05-16,1960-05-16,1960-05-16,2010-05-24,2010-05-24,2010-05-24
Steven Springer,Progressive rock,1951,2012,61,1951-09-23,1951-09-23,1951-09-23,2012-09-10,2012-09-10,2012-09-10
Steve Peregrin Took,Underground music,1949,1980,31,1949-07-28,1949-07-28,1949-07-28,1980-10-27,27,1980-10-27
Steve Prestwich,Pub rock (Australia),1954,2011,57,1954-03-05,1954-03-05,5,2011-01-16,16,2011-01-16
Steve Reid,Avant-garde jazz,1944,2010,66,1944-01-29,1944-01-29,1944-01-29,2010-04-13,2010-04-13,2010-04-13
Steve Waller,Progressive rock,1951,2000,49,1951-06-30,,30,2000-02-06,6,
Stevie Brock,Pop music,1990,2010,20,1990-10-23,1990-10-23,1990-10-23,2010-04-19,2010-04-19,
Stevie Hyper D,Electronica,1967,1998,31,1967-09-20,1967-09-20,20,1998-07-05,5,1998-07-05
Stevie Plunder,Pop music,1963,1996,33,,1963,1963,1996-01-26,1996,1996-01-26
Stevie Ray Vaughan,Instrumental rock,1954,1990,36,1954-10-03,1954-10-03,1954-10-03,1990-08-27,1990-08-27,1990-08-27
Stick McGhee,Jump blues,1917,1961,44,1917-03-23,1917-03-23,1917-03-23,1961-08-15,1961-08-15,1961-08-15
Stiv Bators,Gothic rock,1949,1990,41,1949-10-22,1949-10-22,1949-10-22,1990-06-03,1990-06-03,1990-06-03
Stoney Cooper,Country music,1918,1977,59,1918-10-16,1918-10-16,1918-10-16,1977-03-22,1977-03-22,1977-03-22
Stratos Dionysiou,Rebetiko,1935,1990,55,1935-11-08,1935-11-08,1935-11-08,1990-05-11,1990-05-11,1990-05-11
Stuart Adamson,Rock music,1958,2001,43,1958-04-11,1958-04-11,1958-04-11,2001-12-16,2001-12-16,2001-12-16
Stuart Cable,Grunge,1970,2010,40,1970-05-19,1970-05-19,1970,2010-06-07,2010,2010-06-07
Stuart Challender,Opera,1947,1991,44,1947-02-19,1947-02-19,,1991-12-13,,1991-12-13
Suchitra Mitra,Playback singer,1924,2011,87,1924-09-19,1924-09-19,1924-09-19,2011-01-03,2011-01-03,2011-01-03
Su Cruickshank,Jazz,1946,2009,63,1946-08-31,1946-08-31,31,2009-12-08,8,2009-12-08
Sudhir Phadke,Indian classical music,1919,2002,83,1919-07-25,1919-07-25,25,2002-07-29,29,2002-07-29
Sudirman Arshad,Pop music,1954,1992,38,1954-05-25,1954-05-25,25,1992-02-22,1992-02-22,1992-02-22
Sugar Minott,Dancehall,1956,2010,54,1956-05-25,1956-05-25,1956,2010-07-10,2010,2010-07-10
Sultan Khan (musician),Hindustani classical music,1940,2011,71,1940-04-15,15,15,2011-11-27,27,27
Sumati Mutatkar,Hindustani classical music,1916,2007,91,1916-09-10,1916-09-10,1916-09-10,2007-02-28,2007-02-28,
Sundar Popo,Chutney music,1943,2000,57,1943-11-04,1943-11-04,1943,2000-05-02,2000,2000-05-02
Sunil Santha,Sri Lankan music,1915,1981,66,1915-04-14,1915-04-14,1915-04-14,1981-04-11,1981-04-11,1981-04-11
Sunnyland Slim,Blues,1907,1995,88,1907-09-05,,1907-09-05,1995-03-17,1995-03-17,
Suraphol Sombatcharoen,Luk thung,1930,1968,38,,1930,1930,1968-08-16,1968-08-16,1968-08-16
Surjit Bindrakhia,Punjabi Folk,1962,2003,41,1962-04-15,1962-04-15,1962-04-15,2003-11-17,2003-11-17,2003-11-17
Susan Fassbender,Pop music,1959,1991,32,,1959,1959,,1991,1991
Susannah McCorkle,Jazz,1946,2001,55,1946-01-04,1946-01-01,1946-01-01,2001-05-19,2001-05-19,2001-05-19
Susarla Dakshinamurthi,Film music,1921,2012,91,1921-11-11,1921-11-11,11,2012-02-09,10,2012-02-09
Swarnalatha,Carnatic music,1973,2010,37,,1973,1973,2010-09-12,12,12
Sweet Emma Barrett,Dixieland,1897,1983,86,1897-03-25,1897-03-25,1897-03-25,1983-01-28,1983-01-28,1983-01-28
Sweets Edison,Swing music,1915,1999,84,1915-10-10,1915-10-10,1915-10-10,1999-07-27,1999-07-27,1999-07-27
Syd Barrett,Psychedelic rock,1946,2006,60,1946-01-06,1946-01-06,6,2006-07-07,7,2006-07-07
Syd Kitchen,African,1951,2011,60,1951-02-14,1951-02-14,14,2011-03-22,22,2011-03-22
Syl Johnson,Blues,1936,2012,76,1936-07-01,1936-07-01,1936-07-01,,,2012-01-17
Sylvester (singer),Disco,1948,1988,40,1948-09-06,1947-09-06,1948-09-06,1988-12-16,1988-12-16,1988-12-16
Sylvester Weaver,Blues,1897,1960,63,1897-07-25,1897-07-25,1897-07-25,1960-04-04,1960-04-04,1960-04-04
Sylvia Robinson,Hip hop music,1936,2011,75,1936-03-06,1936-03-06,1936-03-06,2011-09-29,2011-09-29,2011-09-29
Sy Oliver,Bandleader,1910,1988,78,1910-12-17,1910-12-17,1910-12-17,1988-05-28,1988-05-28,1988-05-28
Syreeta Wright,Motown,1946,2004,58,1946-08-03,1946-08-03,1946-08-03,2004-07-06,2004-07-06,2004-07-06
T. R. Mahalingam (flautist),Carnatic music,1926,1986,60,1926-11-06,1926-11-06,1926-11-06,1986-05-31,1986-05-31,1986-05-31
Taco Bennett,Alternative hip hop,1994,2012,18,1994-05-16,1994-05-16,1994-05-16,2012-10-08,2012-10-08,
Tadd Dameron,Jazz,1917,1965,48,1917-02-21,1917-02-21,1917-02-21,1965-03-08,1965-03-08,1965-03-08
Taiji (musician),Hard rock,1966,2011,45,1966-07-12,1966-07-12,1966-07-12,2011-07-17,2011-07-17,2011-07-17
Takeo Watanabe,Music in Japanese animation,1933,1989,56,1933-04-16,1933-04-16,1933-04-16,1989-06-02,1989-06-02,1989-06-02
Tak Shindo,Ultra lounge,1922,2002,80,1922-12-29,1922-11-11,1922-12-29,2002-04-17,2002-04-17,2002-04-17
Talal Maddah,Arabic Music,1929,2000,71,1929-10-09,1940-08-05,9,2000-08-11,11,2000-08-11
Talat Mahmood,Playback singing,1924,1998,74,1924-02-24,1924-02-24,1924-02-24,1998-05-09,1998-05-09,1998-05-09
Tale Ognenovski,Jazz,1922,2012,90,1922-04-27,1922-04-27,1922,2012-06-19,2012-06-19,19
Tal Farlow,Cool jazz,1921,1998,77,1921-06-07,1921-06-07,1921-06-07,1998-07-25,1998-07-25,1998-07-25
Tal Henry,Jazz,1898,1967,69,1898-07-10,1898-07-10,1898-07-10,1967-08-17,1967-08-17,1967-08-17
Tamburi Cemil Bey,Ottoman classical music,1873,1916,43,,1873,1873,1916-07-28,1916-07-28,1916-07-28
Tammy Wynette,Country music,1942,1998,56,1942-05-05,1942-05-05,1942-05-05,1998-04-06,1998-04-06,1998-04-06
Tanguito,Rock and roll,1945,1972,27,1945-09-16,1945-09-16,1945-09-16,1972-05-19,1972-05-19,Buenos_Aires
Tatico Henriquez,Merengue tipico,1943,1976,33,1943-07-30,1943-07-30,1943,1976-05-23,1976,1976-05-23
Tawfiq Al-Nimri,Music of Jordan,1918,2011,93,1918-06-10,1918-06-10,10,2011-10-23,23,
Taylor Mitchell,Folk music,1990,2009,19,1990-08-27,1990-08-27,1990-08-27,2009-10-28,2009-10-28,2009-10-28
T-Bone Walker,Blues,1910,1975,65,1910-05-28,1910-05-28,1910-05-28,1975-03-16,1975-03-16,1975-03-16
Teddy Buckner,Jazz,1909,1994,85,1909-07-16,1909-07-16,1909-07-16,1994-09-22,1994-09-22,1994-09-22
Teddy Charles,Jazz,1928,2012,84,1928-04-13,1928-04-13,1928-04-13,2012-04-16,16,2012-04-16
Teddy Pendergrass,Jazz,1950,2010,60,1950-03-26,1950-03-26,1950-03-26,2010-01-13,2010-01-13,2010-01-13
Teddy Scholten,Pop music,1926,2010,84,1926-05-11,1926-05-11,1926-05-11,2010-04-08,2010-04-08,2010-04-08
Teddy Stauffer,Jazz,1909,1991,82,1909-05-02,1909-05-02,1909-05-02,1991-08-27,1991-08-27,1991-08-27
Teddy Wilson,Jazz,1912,1986,74,1912-11-24,1912-11-24,1912-11-24,1986-07-31,1986-07-31,1986-07-31
Ted Greene,Blues,1946,2005,59,1946-09-26,,1946-09-26,2005-07-23,2005-07-23,
Ted Hawkins,Soul blues,1936,1995,59,1936-10-28,1936-10-28,1936-10-28,1995-01-01,1995-01-01,1995-01-01
Ted Heath (bandleader),Jazz,1902,1969,67,1902-03-30,1902-03-30,30,1969-11-18,18,1969-11-18
Ted Weems,Big band,1901,1963,62,1901-09-26,1901-09-26,1901-09-26,1963-05-06,6,1963-05-06
Teemu Raimoranta,Black metal,1977,2003,26,1977-05-19,1977-05-19,1977-05-19,2003-03-16,2003-03-16,2003-03-16
Teena Marie,Disco music,1956,2010,54,1956-03-05,1956-03-05,1956-03-05,2010-12-26,2010-12-26,2010-12-26
Tennessee Ernie Ford,Gospel music,1919,1991,72,1919-02-13,1919-02-13,1919-02-13,1991-10-17,1991-10-17,1991-10-17
Teodoro de Villa Diaz,Pinoy rock,1963,1988,25,1963-04-01,,1963-04-01,1988-08-21,1988-08-21,
Teo Macero,Jazz,1925,2008,83,1925-10-30,1925-10-30,1925-10-30,2008-02-19,2008-02-19,2008-02-19
Teresa Brewer,Jazz,1931,2007,76,1931-05-07,1931-05-07,1931-05-07,2007-10-17,2007-10-17,2007-10-17
Terje Bakken,Folk metal,1978,2004,26,1978-09-03,,1978-09-03,2004-01-15,2004-01-15,2004-01-15
Terrible Things,Alternative rock,1886,1962,76,,1886,1886,1962-02-20,20,1962
Terry Carisse,Country music,1942,2005,63,1942-07-11,1942-07-11,1942-07-11,2005-05-22,2005-05-22,2005-05-22
Terry Gilkyson,Folk music,1916,1999,83,1916-06-17,1916-06-17,1916-06-17,1999-10-15,1999-10-15,
Terry Kath,Blues rock,1946,1978,32,1946-01-31,1946-01-31,1946-01-31,1978-01-23,1978-01-23,1978-01-23
Terry Knight,Pop music,1943,2004,61,1943-04-09,1943-04-09,1943-04-09,2004-11-01,2004-11-01,2004-11-01
Terry Melcher,Pop music,1942,2004,62,1942-02-08,1942-02-08,1942-02-08,2004-11-19,2004-11-19,2004-11-19
Terry Rosen (musician),Rat Pack,1941,1999,58,,,1941,1999-12-30,1999-12-30,
Terry Stafford,Pop music,1941,1996,55,1941-11-22,1941-11-22,1941-11-22,1996-03-17,1996-03-17,1996-03-17
Tete Montoliu,Jazz,1933,1997,64,1933-03-28,,1933-03-28,1997-08-24,1997-08-24,
Tex Beneke,Jazz,1914,2000,86,1914-02-12,1914-02-12,1914-02-12,2000-05-30,2000-05-30,
Tex Williams,Country music,1917,1985,68,1917-08-23,1917-08-23,1917-08-23,1985-10-11,1985-10-11,1985-10-11
Thad Jones,Jazz,1923,1986,63,1923-03-28,1923-03-28,1923-03-28,1986-08-21,1986-08-21,1986-08-21
Thea King,Classical music,1925,2007,82,1925-12-26,1925-12-26,26,2007-06-26,26,2007-06-26
The Big Bopper,Rock and roll,1930,1959,29,1930-10-24,1930-10-24,1930-10-24,1959-02-03,1959-02-03,1959-02-03
Thekra,Arabic music,1966,2003,37,1966-09-16,1966-09-16,1966-09-16,2003-11-28,2003-11-28,2003-11-28
Thelma Carpenter,Jazz,1922,1997,75,1922-01-15,1922-01-15,1922-01-15,1997-05-14,1997-05-14,1997-05-14
Thelonious Monk,Hard bop,1917,1982,65,1917-10-10,1917-10-10,1917-10-10,1982-02-17,1982-02-17,1982-02-17
Theodore Carpenter,Jazz,1898,1975,77,1898-04-15,1898-04-15,1898-04-15,1975-07-21,1975-07-21,1975-07-21
The Rev,Avant-garde metal,1981,2009,28,1981-02-09,1981-02-09,1981-02-09,2009-12-28,2009-12-28,2009-12-28
